,Código da Rede,Rede,Código da Etapa,Etapa,Código da GRE,GRE,Código do Município,Município,Código da Escola,Escola,Edição,Proficiência Média,Desvio Padrão,Padrão de Desempenho,Elementar I,Elementar II,Básico,Desejável,Estudantes Previstos,Estudantes Efetivos,Percentual de Participação
2531,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006235,ESCOLA MUL FRANCISCO RAIMUNDO SOUZA,2011,184.6,"24,9",Elementar II,"0,0","50,0","50,0","0,0",6,4,"66,7"
2532,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006316,ESCOLA MUL MARIANO RIBEIRO DA SILVA,2011,175.2,"31,6",Elementar II,"25,0","25,0","50,0","0,0",5,4,"80,0"
2533,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006324,GRUPO ESCOLAR MARTILIANO R DOS SANTOS,2011,151.7,"27,3",Elementar II,"50,0","37,5","12,5","0,0",16,8,"50,0"
2534,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006332,ESCOLA MUNICIPAL MINERVINO DAMASCENO COELHO,2011,174.3,"36,8",Elementar II,"28,3","33,3","31,7","6,7",100,60,"60,0"
2535,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006367,GRUPO ESCOLAR PEDRO PINTO DE ANDRADE,2011,182.4,"49,0",Elementar II,"25,0","12,5","37,5","25,0",12,8,"66,7"
2536,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006391,ESCOLA MUNICIPAL SANTO AGOSTINHO,2011,204.4,"28,7",Básico,"0,0","33,3","33,3","33,3",7,3,"42,9"
2537,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006405,ESCOLA MUNICIPAL BLANDINA DE SA C GOMES,2011,235.9,"27,3",Desejável,"0,0","0,0","33,3","66,7",6,6,"100,0"
2538,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006413,ESCOLA MUNICIPAL SAO SEBASTIAO,2011,144.0,"27,1",Elementar I,"55,6","44,4","0,0","0,0",17,9,"52,9"
2539,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006421,ESCOLA MUL SEBASTIAO MELQUIADES DA SILVA,2011,153.6,"28,2",Elementar II,"44,6","44,6","10,7","0,0",70,56,"80,0"
2540,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006456,ESCOLA MUNICIPAL TEODOMIRO DE SA BARRETO,2011,200.6,"20,2",Básico,"0,0","25,0","75,0","0,0",8,4,"50,0"
2541,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006464,ESCOLA MUNICIPAL VITURINA MARIA DE JESUS,2011,159.7,"13,3",Elementar II,"20,0","80,0","0,0","0,0",5,5,"100,0"
2542,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006480,GRUPO ESC PACIFICO RODRIGUES DA SILVA,2011,209.1,"40,9",Básico,"11,1","16,7","27,8","44,4",18,18,"100,0"
2543,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006502,ESCOLA MUL ALEXANDRE GALDINO ARAUJO,2011,171.7,"20,0",Elementar II,"0,0","75,0","25,0","0,0",5,4,"80,0"
2544,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006510,ESCOLA MUNICIPAL ANDRE MOREIRA DA COSTA,2011,203.1,"35,8",Básico,"14,3","0,0","71,4","14,3",7,7,"100,0"
2545,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006553,ESCOLA MUNICIPAL DA MALHADA GRANDE,2011,239.4,"18,6",Desejável,"0,0","0,0","9,1","90,9",11,11,"100,0"
2546,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006570,ESCOLA MUNICIPAL DELVINO RODRIGUES,2011,142.9,"30,8",Elementar I,"80,0","0,0","20,0","0,0",5,5,"100,0"
2547,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006588,ESCOLA MUNICIPAL DIONISIO ALVES FEITOSA,2011,221.1,"38,6",Desejável,"0,0","25,0","25,0","50,0",5,4,"80,0"
2548,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006600,GRUPO ESCOLAR DR ULISSES GUIMARAES,2011,234.2,"32,1",Desejável,"0,0","6,7","23,3","70,0",47,30,"63,8"
2549,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006626,ESCOLA MUL FELICIANO PRIMO DE ALENCAR,2011,183.6,"50,0",Elementar II,"20,0","40,0","20,0","20,0",6,5,"83,3"
2550,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006634,ESCOLA MUL FELIX PEREIRA,2011,202.6,"25,7",Básico,"0,0","25,0","50,0","25,0",5,4,"80,0"
2551,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006669,ESCOLA MUNICIPAL HELENA BARRETO ALENCAR,2011,168.8,"27,6",Elementar II,"37,5","25,0","37,5","0,0",9,8,"88,9"
2552,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006707,ESCOLA MUNICIPAL JOAO COSMO DA SILVA,2011,168.4,"41,4",Elementar II,"50,0","25,0","0,0","25,0",6,4,"66,7"
2553,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006723,ESCOLA MUL JOAQUIM GONCALVES DA SILVA,2011,175.0,"17,7",Elementar II,"10,0","60,0","30,0","0,0",10,10,"100,0"
2554,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006731,ESCOLA MUNICIPAL JOAQUIM JOVINO DA SILVA,2011,173.1,"39,6",Elementar II,"25,0","50,0","0,0","25,0",5,4,"80,0"
2555,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006782,ESCOLA MUNICIPAL JOSE FERREIRA DE ARAUJO,2011,151.4,"23,9",Elementar II,"37,5","62,5","0,0","0,0",8,8,"100,0"
2556,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006790,ESCOLA MUNICIPAL JOSE IZIDIO LOPES,2011,218.1,"16,9",Básico,"0,0","0,0","50,0","50,0",12,6,"50,0"
2557,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006820,ESCOLA MUL JUBELINO VIEIRA DE MATOS,2011,150.7,"27,8",Elementar II,"54,5","36,4","9,1","0,0",15,11,"73,3"
2558,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006855,ESCOLA MUNICIPAL MARIANO TEIXEIRA,2011,195.4,"35,8",Básico,"0,0","50,0","25,0","25,0",5,4,"80,0"
2559,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006871,ESCOLA MUNICIPAL SANTO ANTONIO,2011,158.7,"19,2",Elementar II,"40,0","60,0","0,0","0,0",6,5,"83,3"
2560,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006901,ESCOLA MUNICIPAL SEBASTIAO R DA SILVA,2011,148.6,"7,3",Elementar I,"50,0","50,0","0,0","0,0",5,4,"80,0"
2561,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006928,ESCOLA MUNICIPAL TEODORO FELIX,2011,151.2,"24,9",Elementar II,"60,0","20,0","20,0","0,0",6,5,"83,3"
2562,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26006995,ESCOLA MUNICIPAL SAO LUIZ,2011,192.3,"31,1",Básico,"0,0","57,1","28,6","14,3",10,7,"70,0"
2563,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007029,GINASIO MUNICIPAL ALTINA MARIA DE ALMEIDA,2011,164.6,"29,2",Elementar II,"26,7","50,0","20,0","3,3",38,30,"78,9"
2564,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007037,GINASIO MUNICIPAL SAO PEDRO,2011,156.6,"26,1",Elementar II,"46,3","34,1","17,1","2,4",45,41,"91,1"
2565,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007045,GRUPO ESCOLAR PEDRO TELES DE OLIVEIRA,2011,158.6,"36,0",Elementar II,"50,0","31,3","12,5","6,3",18,16,"88,9"
2566,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007134,ESCOLA MUNICIPAL MARIANO MENDES DA COSTA,2011,191.1,"69,8",Básico,"37,5","25,0","0,0","37,5",9,8,"88,9"
2567,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007142,ESCOLA MUNICIPAL PE PEDRO MODESTO FERRAZ,2011,161.8,"21,4",Elementar II,"50,0","25,0","25,0","0,0",10,8,"80,0"
2568,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007150,ESCOLA MUNICIPAL TOME LOPES,2011,177.0,"29,8",Elementar II,"25,0","37,5","25,0","12,5",8,8,"100,0"
2569,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007320,GRUPO ESCOLAR JOSE NICOLAU DE SOUZA,2011,192.3,"3,6",Básico,"0,0","0,0","100,0","0,0",5,2,"40,0"
2570,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26007517,ESCOLA MUNICIPAL DR ULISSES GUIMARAES,2011,207.3,"25,6",Básico,"0,0","20,0","40,0","40,0",5,5,"100,0"
2571,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26132872,ESCOLA MUNICIPAL SITIO MANICOBA,2011,197.7,-,Básico,"0,0","0,0","100,0","0,0",5,1,"20,0"
2572,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26132883,ESCOLA MUNICIPAL CESARIO PEREIRA DE LIMA,2011,194.7,"24,3",Básico,"16,7","0,0","83,3","0,0",6,6,"100,0"
2573,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26132943,ESCOLA MUL SEBASTIAO CORREIA DA SILVA,2011,182.5,"31,7",Elementar II,"20,0","20,0","60,0","0,0",5,5,"100,0"
2574,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26132955,ESCOLA MUNICIPAL DO BARREIRO,2011,161.7,"48,3",Elementar II,"50,0","25,0","25,0","0,0",5,4,"80,0"
2575,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26142880,ESCOLA MUNICIPAL MARIA EUDOCIA DE SOUZA,2011,130.9,"8,9",Elementar I,"100,0","0,0","0,0","0,0",7,6,"85,7"
2576,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26142902,ESCOLA MUNICIPAL ANISIO COELHO,2011,199.2,"38,7",Básico,"8,3","33,3","25,0","33,3",37,24,"64,9"
2577,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26143569,COLEGIO DOUTOR JOSE CORIOLANO SOBRINHO,2011,188.2,"42,6",Básico,"15,1","43,4","24,5","17,0",74,53,"71,6"
2578,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26152096,ESC MUL GALDENCIO ALVES,2011,176.9,"30,9",Elementar II,"9,5","52,4","23,8","14,3",35,21,"60,0"
2579,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2609907,OURICURI,26152100,ESC MUL MOYSES MENDES DA COSTA,2011,190.8,"40,1",Básico,"13,9","27,8","36,1","22,2",63,36,"57,1"
2580,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26005263,ESCOLA MUNICIPAL SAO FRANCISCO DE ASSIS,2011,155.3,"16,5",Elementar II,"20,0","80,0","0,0","0,0",5,5,"100,0"
2581,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26005743,ESC MUL HONORATO DE SOUZA MENDES,2011,170.4,"31,5",Elementar II,"35,1","27,0","29,7","8,1",37,37,"100,0"
2582,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007568,ESCOLA MUL ANTONIO FRANCISCO GUIMARAES,2011,160.5,"27,1",Elementar II,"50,0","33,3","16,7","0,0",6,6,"100,0"
2583,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007630,ESCOLA MUL ANSELMO CORDEIRO GUIMARAES,2011,167.8,"38,5",Elementar II,"41,2","29,4","23,5","5,9",29,17,"58,6"
2584,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007673,ESCOLA MUNICIPAL DUQUE DE CAXIAS,2011,225.9,"50,4",Desejável,"0,0","20,0","20,0","60,0",5,5,"100,0"
2585,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007681,ESCOLA MUL JOAO TIBURCIO DA SILVEIRA,2011,196.3,"55,6",Básico,"25,0","25,0","12,5","37,5",8,8,"100,0"
2586,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007690,ESCOLA MUNICIPAL SERAFIM GOMES DE SOUZA,2011,180.1,"37,0",Elementar II,"14,3","71,4","0,0","14,3",7,7,"100,0"
2587,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007770,GRUPO ESCOLAR FAZENDA PIRANHA,2011,228.1,"21,7",Desejável,"0,0","0,0","25,0","75,0",9,8,"88,9"
2588,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007797,GRUPO ESCOLAR ANTONIO FLORESTA,2011,168.4,"43,8",Elementar II,"60,0","0,0","20,0","20,0",5,5,"100,0"
2589,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007800,GRUPO ESCOLAR CLAUDEMIRO ALVES GUIMARAES,2011,162.8,"34,8",Elementar II,"36,4","45,5","9,1","9,1",20,11,"55,0"
2590,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007819,GRUPO ESCOLAR DR SERGIO FIGUEIREDO,2011,173.5,"35,0",Elementar II,"28,3","30,3","35,4","6,1",109,99,"90,8"
2591,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007886,GRUPO ESCOLAR JOSE SOARES GUIMARAES,2011,182.1,"42,0",Elementar II,"20,0","50,0","0,0","30,0",10,10,"100,0"
2592,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007916,GRUPO ESC MARTINIANO ANTONIO DE SOUZA,2011,236.6,"38,8",Desejável,"0,0","0,0","50,0","50,0",6,4,"66,7"
2593,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007940,GRUPO ESCOLAR ALEXANDRE GOMES FARIAS,2011,177.0,"15,6",Elementar II,"0,0","66,7","33,3","0,0",13,9,"69,2"
2594,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26007959,GRUPO ESCOLAR ALICE PEREIRA BARBOSA,2011,175.7,"36,5",Elementar II,"20,0","60,0","0,0","20,0",6,5,"83,3"
2595,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26008017,GRUPO ESCOLAR SITIO POTE,2011,206.6,"39,5",Básico,"25,0","0,0","25,0","50,0",7,4,"57,1"
2596,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612455,SANTA CRUZ,26159520,ESCOLA MUNICIPAL JOSUE AMARO DA SILVA,2011,196.8,"11,3",Básico,"0,0","16,7","83,3","0,0",8,6,"75,0"
2597,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26005158,ESCOLA MUL RAIMUNDO LOPES DE MACEDO,2011,143.5,"16,3",Elementar I,"60,0","40,0","0,0","0,0",19,15,"78,9"
2598,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26006618,ESCOLA MUL ELESBAO DELMONDES TEIXEIRA,2011,176.5,"45,9",Elementar II,"36,4","18,2","27,3","18,2",11,11,"100,0"
2599,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26006863,ESCOLA MUNICIPAL PEDRO RODRIGUES,2011,139.1,"11,0",Elementar I,"88,9","11,1","0,0","0,0",11,9,"81,8"
2600,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007169,ESCOLA MUL FRANCISCO AGOSTINHO DE MELO,2011,171.1,"29,7",Elementar II,"16,7","50,0","33,3","0,0",6,6,"100,0"
2601,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007177,ESCOLA MUNICIPAL JOSE MARCAL,2011,159.3,"20,0",Elementar II,"23,1","69,2","7,7","0,0",16,13,"81,3"
2602,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007207,ESC MUNICIPAL GERALDO GOMES DOS SANTOS,2011,151.9,"20,2",Elementar II,"44,4","44,4","11,1","0,0",11,9,"81,8"
2603,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007282,ESCOLA MUNICIPAL FREI DAMIAO,2011,182.6,"32,9",Elementar II,"14,3","42,9","28,6","14,3",14,14,"100,0"
2604,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007290,ESC MUN FRANCISCO LOPES DE SOUZA,2011,175.2,"17,2",Elementar II,"14,3","57,1","28,6","0,0",7,7,"100,0"
2605,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007339,ESCOLA MUL JOSE BERNADINO FILHO,2011,160.0,"31,8",Elementar II,"47,1","29,4","11,8","11,8",21,17,"81,0"
2606,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007380,ESCOLA MUNICIPAL JOSE HORACIO DE MELO,2011,173.5,"36,7",Elementar II,"28,4","35,1","27,0","9,5",86,74,"86,0"
2607,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007398,ESCOLA MUL JOAQUIM FERREIRA DE ARAUJO,2011,153.9,"29,8",Elementar II,"40,0","40,0","20,0","0,0",9,5,"55,6"
2608,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007401,ESCOLA MUNICIPAL JOAQUIM RODRIGUES COELHO,2011,145.0,"37,9",Elementar I,"60,0","20,0","20,0","0,0",10,5,"50,0"
2609,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007436,ESCOLA MUNICIPAL JOSE PERPEDIANO DE MELO,2011,187.7,"37,8",Básico,"8,7","43,5","39,1","8,7",25,23,"92,0"
2610,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007452,ESCOLA MUNICIPAL GERSON RODRIGUES COELHO,2011,164.1,"32,6",Elementar II,"32,5","45,0","20,0","2,5",51,40,"78,4"
2611,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007460,ESCOLA MUNICIPAL RAIMUNDO LOPES CAMARA,2011,162.7,"14,8",Elementar II,"22,2","77,8","0,0","0,0",10,9,"90,0"
2612,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007487,ESC MUNICIPAL ANTONIO SECUNDINO DA SILVA,2011,162.9,"34,8",Elementar II,"45,8","31,3","14,6","8,3",57,48,"84,2"
2613,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007703,ESCOLA MUNICIPAL ADELINO ADAO DE SOUZA,2011,158.6,"27,7",Elementar II,"42,9","28,6","28,6","0,0",7,7,"100,0"
2614,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26007762,GRUPO ESCOLAR EUTIMIO FERNANDES BENICIO,2011,169.8,"33,8",Elementar II,"25,0","37,5","31,3","6,3",16,16,"100,0"
2615,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2612554,SANTA FILOMENA,26159546,ESCOLA MUNICIPAL ELOIA MARIA DOS HUMILDES,2011,143.3,"19,6",Elementar I,"66,7","33,3","0,0","0,0",10,9,"90,0"
2616,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008564,ESCOLA MUNICIPAL ALICE LINS DE AQUINO,2011,198.9,"39,6",Básico,"9,9","27,5","36,3","26,4",103,91,"88,3"
2617,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008572,ESCOLA MUNICIPAL ANTONIO OLEGARIO,2011,223.7,"33,7",Desejável,"0,0","33,3","0,0","66,7",6,6,"100,0"
2618,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008599,ESCOLA MUNICIPAL BELARMINO JOSE DA SILVA,2011,183.7,"25,2",Elementar II,"16,7","33,3","41,7","8,3",13,12,"92,3"
2619,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008661,ESCOLA MUNICIPAL JOAO PEDRO DA SILVA,2011,202.8,"39,8",Básico,"7,1","32,1","25,0","35,7",30,28,"93,3"
2620,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008696,ESCOLA MUNICIPAL JOSE CANDIDO,2011,177.7,"10,7",Elementar II,"0,0","57,1","42,9","0,0",8,7,"87,5"
2621,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008734,ESCOLA MUNICIPAL NOSSA SRA DO SOCORRO,2011,175.9,"36,9",Elementar II,"22,0","39,0","24,4","14,6",43,41,"95,3"
2622,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008769,ESCOLA MUNICIPAL PEDRO LEITE MONTEIRO,2011,199.3,"27,7",Básico,"2,6","20,5","53,8","23,1",44,39,"88,6"
2623,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008777,ESCOLA MUNICIPAL PROFESSORA VANDA JACO,2011,169.6,"24,4",Elementar II,"15,4","61,5","23,1","0,0",13,13,"100,0"
2624,2,MUNICIPAL,5,4ª SÉRIE/5º ANO EF,113,SERTAO DO ARARIPE(ARARIPINA),2615607,TRINDADE,26008815,ESCOLA MUNICIPAL SAO SEBASTIAO,2011,202.7,"32,3",Básico,"7,1","21,4","39,3","32,1",31,28,"90,3"
